request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01khvwedxxfrhr0yaf93xtt58y,1771536070589,200,0.217112,0.392041,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,769,769,0,0,42
req_01khvwdtsqeptty3pfs8tz9aqy,1771536050999,200,0.216341,0.388094,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,775,775,0,0,34
req_01khvwdbmsfq9ah5kx27ggjs6e,1771536035481,200,0.121154,0.144741,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khvwdajkekdt874n7b99fx6g,1771536034387,200,0.190858,0.367316,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,768,768,0,0,36
req_01khvwc4ckedr8kjgg63awyrpg,1771535995283,200,0.293966,0.414713,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,735,735,0,0,25
req_01khvwba6wefb9mszgx7j13j0r,1771535968476,200,0.210554,0.382311,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,685,685,0,0,37
req_01khvw8jyyex2ajx9pqbwa0rw7,1771535879134,200,0.18632,0.208573,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,253,253,0,0,16
req_01khvw8j6mex19tr6enrwp1b3m,1771535878356,413,0,0.012371,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `llama-3.3-70b-versatile` in organization `org_01kcqq8qn1f1nsp9qjp2zs0kjv` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Requested 21855, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01khvw2gfrfvhsbpk25sr7cabf,1771535679992,200,0.209585,0.397539,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,981,981,0,0,46
req_01khvw103pedar6vvd83ke521x,1771535630454,200,0.33151,0.625495,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1045,1045,0,0,58
req_01khvvxa0wfh9brngqx6gfnevk,1771535509532,200,0.18807,0.211205,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khvvx8wtfp4b7r3awrv3x7dk,1771535508378,200,0.145897,0.378733,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,975,975,0,0,47
req_01khvvw6xwe2ytypwmpt8fc0vh,1771535473596,200,0.238984,0.500024,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,950,950,0,0,54
req_01khvvqdyrf5j96ce347w6e4cv,1771535316952,200,0.247368,0.464708,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1256,1256,0,0,54
req_01khvvnt1kfms8pdcp72fge4b7,1771535263795,200,0.201985,0.226141,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,259,259,0,0,16
req_01khvvnrtkf5w9rbdh3cpqq7tx,1771535262547,200,0.321741,0.509007,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,975,975,0,0,44
req_01khvvks6fewfrpbm4h3c5sa8z,1771535197391,200,0.224321,0.403899,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,949,949,0,0,29
req_01khvvjqmtexmahk1th4jfcrka,1771535163034,200,0.308348,0.448,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,842,842,0,0,31
req_01khvt2qs2fs6bexykxgmchh6w,1771533590306,200,0.186065,0.207203,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khvt2pmzfnt9ar5bp1dp337j,1771533589151,200,0.231669,0.37484,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,959,959,0,0,35
req_01khvt2hqwf93b6r40zzxe4qpm,1771533584124,200,0.216947,0.364705,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,841,841,0,0,34
req_01khvt2cpsf6j962cmfx6j59as,1771533578969,200,0.368619,0.475028,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,824,824,0,0,28
req_01khvt1ghke0hsd03fjpx35n9c,1771533550131,200,0.122523,0.146755,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,250,250,0,0,19
req_01khvt1fbses19zdcdj26x0a3s,1771533548921,200,0.298074,0.459753,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,2128,2128,0,0,39
req_01khvt1a7afzqs8s08r8w78htz,1771533543658,200,0.181708,0.277008,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,738,738,0,0,19
req_01khvt166jf909fbrhbd7vgjwe,1771533539538,200,0.219094,0.31522,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,706,706,0,0,18
req_01khvks998f4jshbacrgvf150v,1771526989096,200,0.082745,0.097364,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,216,216,0,0,19
req_01khvks87afgas50trkh099qtq,1771526988010,200,0.193427,0.364782,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,955,955,0,0,33
req_01khvkm4e0eq6a0frchjgcnxr0,1771526820288,200,0.149038,0.300031,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,869,869,0,0,29
req_01khvkhba0efzagqzv2tb1fs9h,1771526729024,200,0.221445,0.33047,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,834,834,0,0,27
req_01khvkg224e24tasbrcdh8k6gg,1771526686788,200,0.127843,0.139277,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,219,219,0,0,16
req_01khvkg0zvfs7sq8sd3wxgct9x,1771526685691,200,0.216285,0.373062,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,775,775,0,0,34
req_01khvkezdqem4s14f8ha1e60b6,1771526651319,200,0.211575,0.373819,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,734,734,0,0,30
req_01khvk64hnetk8k59mw1n33hgc,1771526361653,200,0.252448,0.413777,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1301,1301,0,0,46
req_01khvk4jarf928zr2ez46fd8a4,1771526310232,200,0.096157,0.119869,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,236,236,0,0,16
req_01khvk4h30eq4byw7w9spwmc8p,1771526308960,200,0.292432,0.538773,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1176,1176,0,0,52
req_01khvk2r6rej0shqka74xrak0s,1771526250712,200,0.252349,0.547393,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,944,944,0,0,54
req_01khvk0n1wekzrgkvh37pd4y78,1771526181948,200,0.226629,0.361653,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,995,995,0,0,40
req_01khvk01qafjwr0bfedw3jww0e,1771526162154,200,0.089399,0.103828,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,217,217,0,0,19
req_01khvk00g8fhtahsbmgmw1eb3r,1771526160904,200,0.405579,0.542505,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,882,882,0,0,34
req_01khvjzve6fhfv4j7q19r076qa,1771526155718,200,0.265798,0.41515,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,952,952,0,0,36
req_01khvjzqbjfh89khnvyggfec3f,1771526151538,200,0.187258,0.210128,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,210,210,0,0,16
req_01khvjzpxrehws17q7wtvsagsw,1771526151096,200,0.205826,0.221271,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,217,217,0,0,19
req_01khvjzp65fht8ch0dxeraykj4,1771526150341,200,0.313036,0.463306,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,844,844,0,0,32
req_01khvjznw4ewk9gagshdcvcyf0,1771526150020,200,0.224081,0.321102,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,873,873,0,0,38
req_01khvjzggsfhbszhtkf0ffdfp8,1771526144537,200,0.204605,0.367813,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,958,958,0,0,39
req_01khvjzbgte94v2w9emqsz04a4,1771526139418,200,0.14106,0.218675,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,900,900,0,0,23
req_01khvjxaqcfc3vdjn4te5tcrkw,1771526073068,200,0.195,0.216294,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,214,214,0,0,16
req_01khvjx9mmfc2t96hmm9r1p70s,1771526071956,200,0.230961,0.384708,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,861,861,0,0,38
req_01khvjwmt0enwavgxka2yefzza,1771526050624,200,0.26776,0.461539,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,792,792,0,0,51
req_01khvjs4d5esh89xdwhatfx55t,1771525935525,200,0.414451,0.620288,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,737,737,0,0,47
req_01khvjmkmbe2gagedznts0m6f1,1771525787275,200,0.181302,0.210445,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,156,156,0,0,5
req_01khvjmjkce2cadq5tzv5z1hb9,1771525786220,200,0.132621,0.29279,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1136,1136,0,0,33
req_01khvjmdhjffk9t90ce4an1cpp,1771525781042,200,0.250383,0.40903,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1137,1137,0,0,32
req_01khvjjestfbdbrz5pwasdym5t,1771525716794,200,0.234812,0.444529,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1150,1150,0,0,50
req_01khvjc3n4ftkam9wzadfgkjcx,1771525508772,200,0.186695,0.214643,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,156,156,0,0,5
req_01khvjc2c6fctatcjvm3kf8jf4,1771525507462,200,0.315527,0.569044,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1148,1148,0,0,47
req_01khvj9pm0epjazycfcxmhm0m4,1771525429888,200,0.108018,0.160955,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,155,155,0,0,6
req_01khvj9nfbfybbr58ey1d874v6,1771525428715,200,0.233644,0.43226,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1149,1149,0,0,51
req_01khvj9ga4f7crjqfbtqdqtrsq,1771525423428,200,0.233042,0.417248,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1142,1142,0,0,44
req_01khvj9bk6fnpam3z8qcnjgmnv,1771525418598,200,0.278916,0.522461,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1897,1897,0,0,47
req_01khvh52rbes3vwf9esvvsa0m4,1771524229899,200,0.097184,0.143973,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,156,156,0,0,7
req_01khvh51h5e7zrevpey6q8n169,1771524228645,200,0.268942,0.486102,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1161,1161,0,0,52
req_01khvh3t04f10bj5hkw9pp2rag,1771524188164,200,0.135843,0.296087,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1147,1147,0,0,52
req_01khvh26rmex29v1d75thkam1y,1771524135700,200,0.203756,0.36558,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1141,1141,0,0,46
req_01khvh1r4reh5vms084agvrjrf,1771524120728,200,0.184107,0.211373,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,157,157,0,0,4
req_01khvh1pzbfk1bc8n2yzak74dj,1771524119531,200,0.302921,0.483258,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1174,1174,0,0,48
req_01khvh1d14fewav41s09j51c7k,1771524109348,200,0.261868,0.455021,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1093,1093,0,0,39
req_01khvh138cefytekr3g2zd72m6,1771524099340,200,0.35884,0.574042,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1792,1792,0,0,42
req_01khv9vyv9fj4tb3smjsceds88,1771516590953,200,0.207113,0.214771,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,157,157,0,0,2
req_01khv9vxg8efr82jaencee37d0,1771516589576,200,0.464157,0.618971,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1877,1877,0,0,41
req_01khv9v1n7fg3syaq7xn1wg4hg,1771516561063,200,0.232808,0.341472,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,947,947,0,0,21
req_01khv90e7sf2crhx4wrrckxgm5,1771515689209,200,0.245716,0.401918,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1156,1156,0,0,54
req_01khv6zrqxe7a90bzn9pat772z,1771513570045,200,0.175688,0.217501,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,155,155,0,0,7
req_01khv6zqgqeqs8arfsj2sn8xzx,1771513568791,200,0.266208,0.47982,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,997,997,0,0,59
req_01khv699enf05tzkefx26dvk5t,1771512833493,200,0.237243,0.444625,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1006,1006,0,0,46
req_01khv62kggfm99rj4frmh3659w,1771512614416,200,0.240634,0.44527,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1071,1071,0,0,42
req_01khv2kkpkfv4tcqas4jvcec58,1771508977363,200,0.183369,0.183563,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,153,153,0,0,2
req_01khv2kjpdfv1vghppkhjdv6n3,1771508976333,200,0.184804,0.293762,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,217,217,0,0,21
req_01khv2j5hzfpfv2p3yksmfnqar,1771508930111,200,0.188793,0.367601,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,167,167,0,0,36
req_01khsv05v9f8jss4twz3g4n3ne,1771467446121,200,0.19334,0.358325,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,186,186,0,0,36
req_01khstxxr4f33b5vdxwp4s19nz,1771467372292,200,0.108924,0.144835,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,167,167,0,0,5
req_01khstxwr4fev8why0kt26wrcz,1771467371268,200,0.192565,0.26552,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,298,298,0,0,22
req_01khstvqe3fzs9nk2vxaxbp4ne,1771467300291,200,0.195638,0.289126,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,338,338,0,0,25
req_01khstrs48eq3r5qa4mjn1qchg,1771467203720,200,0.117724,0.240635,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,284,284,0,0,30
req_01khstr5k6enqtf8p8675w5843,1771467183718,200,0.089486,0.109385,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,152,152,0,0,3
req_01khstqjj2e0a8spe4wxrkv5dd,1771467164226,200,0.106303,0.133832,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,165,165,0,0,4
req_01khstpkcgfxybyahkaq738g4n,1771467132304,200,0.094974,0.124419,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,161,161,0,0,6
req_01khsrqc7femzakksqvywqjbyc,1771465060591,200,0.091514,0.092162,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,154,154,0,0,2
req_01khsrqbayfv1tfm7rx1gpfdgf,1771465059678,200,0.081882,0.193031,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,269,269,0,0,19
req_01khsrmy4behb9p5vca9qs64sj,1771464980619,200,0.190208,0.269407,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,290,290,0,0,19
req_01khsrmg7zfnv8ckym8k92h4qh,1771464966399,200,0.191354,0.255391,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,299,299,0,0,18
req_01khsrk50mee698v76hbbfm2pn,1771464922132,200,0.193387,0.211568,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,157,157,0,0,4
req_01khsrk41genwrqp1ykfyhm4zm,1771464921136,200,0.191011,0.272511,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,311,311,0,0,16
req_01khsrg3hxfd7sq24vn1cs2wxk,1771464822333,200,0.205373,0.303925,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,319,319,0,0,27
req_01khsrfdx1e16bt1jv7c8tb951,1771464800161,200,0.140284,0.287422,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,422,422,0,0,28
req_01khsresgafbbbpsabfxynh4wh,1771464779274,200,0.181077,0.208433,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,155,155,0,0,5
req_01khsrerbgfbabsjqaqajpw626,1771464778096,200,0.195658,0.27896,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,417,417,0,0,25
req_01khsrecqte5d8axj9b64swvzj,1771464766202,200,0.089429,0.232623,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,305,305,0,0,30
req_01khsr4jq5eq9rfny4gz3n9x1z,1771464444645,200,0.146971,0.248983,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,300,300,0,0,22
req_01khsr3d1hffz8gnqavnj229w9,1771464406065,200,0.188922,0.199052,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,155,155,0,0,5
req_01khsr3c5afarswxtfyz6vrh50,1771464405162,200,0.08107,0.17373,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,271,271,0,0,22
req_01khsr1dp3f7bajwpvfab4a43p,1771464341187,200,0.081176,0.163805,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,229,229,0,0,24
req_01khsqyrz2ecnbpjfa8f67szrf,1771464254434,200,0.193574,0.33543,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,188,188,0,0,31
req_01khsqy7e9f2xsahv1274dbccm,1771464236489,200,0.192207,0.26792,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,205,205,0,0,25
req_01khsqxmv3ff7b9tt6e5dt231n,1771464217443,200,0.097107,0.227627,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,165,165,0,0,22
req_01khsnmmwkf0j9nbwg7835c8hs,1771461825427,200,0.104648,0.47947,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,391,391,0,0,94
req_01khsnmmt6f0httb4g9y0g2r5q,1771461825350,200,0.111123,0.446959,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,365,365,0,0,79
req_01khsnmefxed39q2pmxk92r518,1771461818877,200,0.19319,0.494666,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,365,365,0,0,65
req_01khsnmefwf90vk62thcf4j06r,1771461818876,200,0.1943,0.522624,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,392,392,0,0,78
req_01khsmdag2etxrgf28g10xfw78,1771460536834,200,0.236685,0.560645,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,546,546,0,0,94
req_01khsmb2g5e3z9vzs28q79jrs2,1771460463109,200,0.126778,0.453594,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,369,369,0,0,78
req_01khsmaz1ke3qv7v5w9rjkzn5a,1771460459571,200,0.128279,0.511376,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,515,515,0,0,107
req_01khskrexgetv9fwzsdt4egsjj,1771459853232,200,0.236605,0.672957,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,609,609,0,0,109
req_01khskp39penf8gaz0j898cqks,1771459775798,200,0.198425,0.633543,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,386,386,0,0,91
req_01khsjxr3feaha9b1df4t6jsz5,1771458977903,200,0.207181,0.469643,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,567,567,0,0,79
req_01khsjw7xhexgtzmt3fnztrrz9,1771458928561,200,0.205015,0.490898,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,263,263,0,0,63
req_01khsfps39e3dtmgm8m8xkp739,1771455603817,200,0.246588,0.542714,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,264,264,0,0,78
req_01khscvjnnfd4sxspacqs0q2k8,1771452615349,200,0.182962,0.508179,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,276,276,0,0,73
req_01khscs7f4f6w9x68zwz6aggv8,1771452538340,200,0.101615,0.475314,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,380,380,0,0,77
req_01khscrqxberx81nehezbe1kg6,1771452522411,200,0.20317,0.552932,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,271,271,0,0,79
